Uuendatud Githubis,https://github.com/Demokraatialabor/Protsessid,18.06.2018,,,,,
Ideekorje,Valik,Ettepaneku sõnastamine,Toetuse kogumine,Otsuse vastuvõtmine,Dokumendi kood,Otsuse täide viimine,Mõju hindamine
